Record_ID,Date,Production_Line,Product,Shift,Operator_ID,Machine_ID,Units_Produced,Defects,Rework_Units,Scrap_Units,Downtime_Hours,Root_Cause,Cost_of_Poor_Quality,Good_Units,Defect_Rate,First_Pass_Yield,Scrap_Rate,Rework_Rate
QR00149,2025-01-05,Line A,Device Gamma,Evening,OP002,M-101,202,5,2,3,0.49,Assembly,1937.81,197,0.024752475247524754,0.9752475247524752,0.01485148514851485,0.009900990099009901
QR00150,2025-08-25,Line A,Device Delta,Night,OP028,M-102,269,5,1,4,5.46,Material,3140.28,264,0.01858736059479554,0.9814126394052045,0.01486988847583643,0.0037174721189591076
QR00151,2025-06-08,Line A,Device Beta,Night,OP007,M-106,100,3,1,2,1.98,Packaging,742.12,97,0.03,0.97,0.02,0.01
QR00152,2025-06-25,Line B,Device Alpha,Evening,OP004,M-101,258,8,2,6,1.41,Calibration,4448.24,250,0.031007751937984496,0.9689922480620154,0.023255813953488372,0.007751937984496124
QR00153,2025-04-13,Line B,Device Gamma,Morning,OP013,M-102,163,4,2,2,2.14,Electrical,1912.72,159,0.024539877300613498,0.9754601226993865,0.012269938650306749,0.012269938650306749
QR00154,2025-06-24,Line B,Device Delta,Morning,OP020,M-101,155,8,1,7,0.8,Material,5525.82,147,0.05161290322580645,0.9483870967741935,0.04516129032258064,0.0064516129032258064
QR00155,2025-10-17,Line A,Device Alpha,Morning,OP018,M-101,211,7,2,5,2.64,Assembly,2989.59,204,0.03317535545023697,0.966824644549763,0.023696682464454975,0.009478672985781991
QR00156,2025-12-26,Line D,Device Alpha,Morning,OP023,M-102,262,9,3,6,0.37,Assembly,3534.64,253,0.03435114503816794,0.9656488549618321,0.022900763358778626,0.011450381679389313
QR00157,2025-12-30,Line C,Device Delta,Evening,OP027,M-105,209,6,2,4,3.45,Material,3315.34,203,0.028708133971291867,0.9712918660287081,0.019138755980861243,0.009569377990430622
QR00158,2025-03-30,Line C,Device Beta,Morning,OP008,M-103,174,7,3,4,5.28,Assembly,2492.34,167,0.040229885057471264,0.9597701149425287,0.022988505747126436,0.017241379310344827
QR00159,2025-05-17,Line D,Device Alpha,Morning,OP012,M-105,108,6,2,4,2.1,Electrical,3560.54,102,0.05555555555555555,0.9444444444444444,0.037037037037037035,0.018518518518518517
QR00160,2025-06-22,Line D,Device Beta,Morning,OP018,M-104,223,14,3,11,1.09,Process,7167.93,209,0.06278026905829596,0.9372197309417041,0.04932735426008968,0.013452914798206279
QR00161,2025-04-20,Line B,Device Delta,Morning,OP001,M-106,277,14,2,12,2.07,Calibration,8639.48,263,0.05054151624548736,0.9494584837545126,0.04332129963898917,0.007220216606498195
QR00162,2025-03-01,Line B,Device Beta,Morning,OP022,M-106,137,5,2,3,0.76,Calibration,2287.17,132,0.0364963503649635,0.9635036496350365,0.021897810218978103,0.014598540145985401
QR00163,2025-07-25,Line B,Device Delta,Evening,OP021,M-106,119,7,2,5,1.3,Packaging,1613.69,112,0.058823529411764705,0.9411764705882353,0.04201680672268908,0.01680672268907563
QR00164,2025-04-28,Line A,Device Delta,Evening,OP008,M-102,278,12,2,10,0.87,Electrical,8667.63,266,0.04316546762589928,0.9568345323741008,0.03597122302158273,0.007194244604316547
QR00165,2025-04-08,Line C,Device Gamma,Evening,OP013,M-103,258,3,1,2,2.83,Assembly,1182.48,255,0.011627906976744186,0.9883720930232558,0.007751937984496124,0.003875968992248062
QR00166,2025-12-24,Line A,Device Beta,Night,OP011,M-102,209,5,1,4,2.66,Calibration,2836.83,204,0.023923444976076555,0.9760765550239234,0.019138755980861243,0.004784688995215311
QR00167,2025-11-09,Line D,Device Delta,Night,OP019,M-102,173,10,4,6,0.95,Process,4042.15,163,0.057803468208092484,0.9421965317919075,0.03468208092485549,0.023121387283236993
QR00168,2025-02-14,Line B,Device Beta,Morning,OP019,M-105,166,7,3,4,3.84,Calibration,3004.99,159,0.04216867469879518,0.9578313253012049,0.024096385542168676,0.018072289156626505
QR00169,2025-01-14,Line A,Device Delta,Evening,OP011,M-106,169,5,2,3,0.92,Material,2636.17,164,0.029585798816568046,0.9704142011834319,0.01775147928994083,0.011834319526627219
QR00170,2025-10-28,Line A,Device Alpha,Evening,OP001,M-105,170,4,1,3,3.63,Assembly,1781.5,166,0.023529411764705882,0.9764705882352941,0.01764705882352941,0.0058823529411764705
QR00171,2025-06-29,Line D,Device Gamma,Morning,OP016,M-102,179,10,2,8,1.82,Packaging,2300.11,169,0.055865921787709494,0.9441340782122905,0.0446927374301676,0.0111731843575419
QR00172,2025-06-29,Line A,Device Gamma,Morning,OP011,M-105,231,4,1,3,2.18,Material,2519.77,227,0.017316017316017316,0.9826839826839827,0.012987012987012988,0.004329004329004329
QR00173,2025-08-02,Line C,Device Beta,Morning,OP029,M-106,244,5,2,3,1.9,Assembly,1766.93,239,0.020491803278688523,0.9795081967213115,0.012295081967213115,0.00819672131147541
QR00174,2025-02-11,Line B,Device Alpha,Evening,OP013,M-106,270,9,2,7,2.33,Material,5562.2,261,0.03333333333333333,0.9666666666666667,0.025925925925925925,0.007407407407407408
QR00175,2025-12-17,Line D,Device Gamma,Morning,OP010,M-102,113,4,1,3,1.05,Electrical,2682.22,109,0.035398230088495575,0.9646017699115044,0.02654867256637168,0.008849557522123894
QR00176,2025-10-02,Line A,Device Gamma,Evening,OP002,M-102,115,4,1,3,5.56,Material,2442.07,111,0.034782608695652174,0.9652173913043478,0.02608695652173913,0.008695652173913044
QR00177,2025-04-02,Line A,Device Alpha,Evening,OP024,M-106,241,1,0,1,2.07,Material,760.0,240,0.004149377593360996,0.995850622406639,0.004149377593360996,0.0
QR00178,2025-07-28,Line D,Device Beta,Night,OP017,M-106,239,16,6,10,1.65,Assembly,6624.75,223,0.06694560669456066,0.9330543933054394,0.04184100418410042,0.02510460251046025
QR00179,2025-01-13,Line B,Device Gamma,Morning,OP013,M-105,175,6,3,3,1.4,Packaging,1493.64,169,0.03428571428571429,0.9657142857142857,0.017142857142857144,0.017142857142857144
QR00180,2025-11-30,Line B,Device Gamma,Morning,OP026,M-104,242,7,2,5,0.6,Material,3987.13,235,0.028925619834710745,0.9710743801652892,0.02066115702479339,0.008264462809917356
QR00181,2025-10-06,Line C,Device Delta,Morning,OP007,M-103,156,4,1,3,0.96,Assembly,1669.87,152,0.02564102564102564,0.9743589743589743,0.019230769230769232,0.00641025641025641
QR00182,2025-06-11,Line B,Device Delta,Evening,OP010,M-105,177,6,2,4,1.41,Assembly,2471.12,171,0.03389830508474576,0.9661016949152542,0.022598870056497175,0.011299435028248588
QR00183,2025-09-14,Line B,Device Alpha,Evening,OP027,M-104,95,3,1,2,1.59,Material,1619.34,92,0.031578947368421054,0.968421052631579,0.021052631578947368,0.010526315789473684
QR00184,2025-03-29,Line C,Device Delta,Morning,OP026,M-105,243,6,2,4,1.73,Assembly,2547.66,237,0.024691358024691357,0.9753086419753086,0.01646090534979424,0.00823045267489712
QR00185,2025-12-15,Line D,Device Delta,Morning,OP015,M-101,183,9,1,8,0.66,Process,4878.21,174,0.04918032786885246,0.9508196721311475,0.04371584699453552,0.00546448087431694
QR00186,2025-02-05,Line B,Device Delta,Evening,OP020,M-105,262,9,3,6,0.67,Material,4892.53,253,0.03435114503816794,0.9656488549618321,0.022900763358778626,0.011450381679389313
QR00187,2025-09-08,Line C,Device Delta,Morning,OP023,M-106,137,5,2,3,0.73,Material,2695.49,132,0.0364963503649635,0.9635036496350365,0.021897810218978103,0.014598540145985401
QR00188,2025-01-25,Line A,Device Beta,Evening,OP012,M-105,181,7,3,4,0.81,Assembly,2626.98,174,0.03867403314917127,0.9613259668508287,0.022099447513812154,0.016574585635359115
QR00189,2025-10-24,Line B,Device Beta,Evening,OP022,M-106,202,7,2,5,1.52,Electrical,4433.59,195,0.034653465346534656,0.9653465346534653,0.024752475247524754,0.009900990099009901
QR00190,2025-08-05,Line A,Device Beta,Morning,OP022,M-103,95,2,0,2,5.64,Assembly,1040.0,93,0.021052631578947368,0.9789473684210527,0.021052631578947368,0.0
QR00191,2025-08-10,Line C,Device Delta,Evening,OP015,M-103,117,2,1,1,0.5,Calibration,815.96,115,0.017094017094017096,0.9829059829059829,0.008547008547008548,0.008547008547008548
QR00192,2025-01-20,Line B,Device Alpha,Night,OP011,M-105,179,6,1,5,3.58,Process,3083.19,173,0.0335195530726257,0.9664804469273743,0.027932960893854747,0.00558659217877095
QR00193,2025-11-25,Line A,Device Beta,Night,OP018,M-102,117,3,1,2,1.29,Calibration,1505.45,114,0.02564102564102564,0.9743589743589743,0.017094017094017096,0.008547008547008548
QR00194,2025-12-28,Line B,Device Gamma,Morning,OP027,M-104,222,7,1,6,4.59,Material,4667.77,215,0.03153153153153153,0.9684684684684685,0.02702702702702703,0.0045045045045045045
QR00195,2025-08-17,Line B,Device Delta,Morning,OP030,M-106,147,7,1,6,0.44,Process,3769.28,140,0.047619047619047616,0.9523809523809523,0.04081632653061224,0.006802721088435374
QR00196,2025-05-22,Line D,Device Gamma,Evening,OP014,M-102,256,9,2,7,0.16,Electrical,6358.32,247,0.03515625,0.96484375,0.02734375,0.0078125
QR00197,2025-10-14,Line D,Device Beta,Morning,OP004,M-105,120,5,2,3,2.62,Material,2552.33,115,0.041666666666666664,0.9583333333333334,0.025,0.016666666666666666
QR00198,2025-11-07,Line C,Device Delta,Morning,OP005,M-106,157,4,1,3,1.8,Electrical,2752.47,153,0.025477707006369428,0.9745222929936306,0.01910828025477707,0.006369426751592357
QR00199,2025-08-07,Line B,Device Gamma,Evening,OP018,M-101,239,6,1,5,1.99,Material,3954.05,233,0.02510460251046025,0.9748953974895398,0.02092050209205021,0.0041841004184100415
QR00200,2025-03-15,Line B,Device Beta,Evening,OP021,M-101,226,9,3,6,1.95,Assembly,3694.39,217,0.03982300884955752,0.9601769911504425,0.02654867256637168,0.01327433628318584
QR00201,2025-05-09,Line A,Device Delta,Evening,OP013,M-103,249,10,3,7,3.86,Process,4486.16,239,0.040160642570281124,0.9598393574297188,0.028112449799196786,0.012048192771084338
QR00202,2025-11-20,Line B,Device Delta,Morning,OP002,M-104,218,7,2,5,1.57,Assembly,2941.13,211,0.03211009174311927,0.9678899082568807,0.022935779816513763,0.009174311926605505
QR00203,2025-05-30,Line C,Device Delta,Night,OP017,M-101,193,3,1,2,2.87,Calibration,1491.3,190,0.015544041450777202,0.9844559585492227,0.010362694300518135,0.0051813471502590676
QR00204,2025-08-10,Line D,Device Delta,Evening,OP016,M-102,93,6,2,4,0.28,Packaging,1454.61,87,0.06451612903225806,0.9354838709677419,0.043010752688172046,0.021505376344086023
QR00205,2025-03-13,Line D,Device Gamma,Morning,OP022,M-104,219,8,1,7,1.12,Assembly,3860.62,211,0.0365296803652968,0.9634703196347032,0.0319634703196347,0.0045662100456621
QR00206,2025-11-26,Line B,Device Gamma,Night,OP028,M-104,189,6,1,5,2.18,Assembly,2773.09,183,0.031746031746031744,0.9682539682539683,0.026455026455026454,0.005291005291005291
QR00207,2025-12-01,Line C,Device Delta,Morning,OP030,M-106,231,7,3,4,3.06,Calibration,3039.32,224,0.030303030303030304,0.9696969696969697,0.017316017316017316,0.012987012987012988
QR00208,2025-10-31,Line B,Device Gamma,Evening,OP016,M-104,123,3,0,3,3.25,Electrical,2520.0,120,0.024390243902439025,0.975609756097561,0.024390243902439025,0.0
QR00209,2025-09-08,Line C,Device Gamma,Night,OP027,M-102,167,2,1,1,1.5,Assembly,741.89,165,0.011976047904191617,0.9880239520958084,0.005988023952095809,0.005988023952095809
QR00210,2025-12-06,Line A,Device Delta,Morning,OP030,M-102,159,4,0,4,0.33,Process,2360.0,155,0.025157232704402517,0.9748427672955975,0.025157232704402517,0.0
QR00211,2025-09-07,Line D,Device Delta,Evening,OP022,M-101,278,18,5,13,7.18,Assembly,7598.13,260,0.06474820143884892,0.935251798561151,0.046762589928057555,0.017985611510791366
QR00212,2025-01-30,Line B,Device Gamma,Evening,OP018,M-103,137,5,1,4,3.88,Electrical,3577.72,132,0.0364963503649635,0.9635036496350365,0.029197080291970802,0.0072992700729927005
QR00213,2025-01-23,Line C,Device Gamma,Morning,OP002,M-105,104,1,0,1,1.91,Electrical,840.0,103,0.009615384615384616,0.9903846153846154,0.009615384615384616,0.0
QR00214,2025-01-17,Line C,Device Beta,Evening,OP005,M-101,136,4,1,3,1.51,Assembly,1688.44,132,0.029411764705882353,0.9705882352941176,0.022058823529411766,0.007352941176470588
QR00215,2025-12-10,Line A,Device Beta,Morning,OP027,M-101,233,6,2,4,0.52,Material,3290.87,227,0.02575107296137339,0.9742489270386266,0.017167381974248927,0.008583690987124463
QR00216,2025-11-25,Line B,Device Delta,Evening,OP029,M-103,196,8,3,5,2.09,Electrical,4904.05,188,0.04081632653061224,0.9591836734693877,0.025510204081632654,0.015306122448979591
QR00217,2025-03-23,Line B,Device Beta,Morning,OP008,M-101,250,7,1,6,0.67,Packaging,1710.8,243,0.028,0.972,0.024,0.004
QR00218,2025-02-13,Line D,Device Gamma,Evening,OP022,M-101,168,6,2,4,1.03,Assembly,2412.16,162,0.03571428571428571,0.9642857142857143,0.023809523809523808,0.011904761904761904
QR00219,2025-12-24,Line A,Device Alpha,Night,OP007,M-102,114,3,0,3,0.32,Assembly,1560.0,111,0.02631578947368421,0.9736842105263158,0.02631578947368421,0.0
QR00220,2025-09-12,Line A,Device Alpha,Night,OP019,M-106,267,5,2,3,0.5,Assembly,1813.19,262,0.018726591760299626,0.9812734082397003,0.011235955056179775,0.00749063670411985
QR00221,2025-12-19,Line A,Device Alpha,Morning,OP019,M-106,126,3,1,2,0.55,Electrical,1821.5,123,0.023809523809523808,0.9761904761904762,0.015873015873015872,0.007936507936507936
QR00222,2025-11-19,Line D,Device Beta,Evening,OP019,M-103,151,9,3,6,2.18,Material,5162.43,142,0.059602649006622516,0.9403973509933775,0.039735099337748346,0.019867549668874173
QR00223,2025-10-27,Line A,Device Beta,Morning,OP022,M-106,170,5,1,4,1.65,Assembly,2281.89,165,0.029411764705882353,0.9705882352941176,0.023529411764705882,0.0058823529411764705
QR00224,2025-03-27,Line B,Device Beta,Night,OP018,M-103,169,9,1,8,4.89,Electrical,6894.85,160,0.05325443786982249,0.9467455621301775,0.047337278106508875,0.005917159763313609
QR00225,2025-06-18,Line D,Device Alpha,Night,OP030,M-105,263,12,3,9,1.03,Packaging,2980.2,251,0.045627376425855515,0.9543726235741445,0.034220532319391636,0.011406844106463879
QR00226,2025-07-24,Line B,Device Alpha,Night,OP015,M-106,227,7,1,6,0.39,Material,4705.96,220,0.030837004405286344,0.9691629955947136,0.02643171806167401,0.004405286343612335
QR00227,2025-04-01,Line C,Device Alpha,Morning,OP015,M-104,253,3,1,2,2.06,Material,1640.44,250,0.011857707509881422,0.9881422924901185,0.007905138339920948,0.003952569169960474
QR00228,2025-11-07,Line A,Device Alpha,Morning,OP021,M-104,143,3,1,2,2.14,Electrical,1919.56,140,0.02097902097902098,0.9790209790209791,0.013986013986013986,0.006993006993006993
QR00229,2025-03-18,Line C,Device Gamma,Evening,OP018,M-101,91,1,0,1,0.81,Material,760.0,90,0.01098901098901099,0.989010989010989,0.01098901098901099,0.0
QR00230,2025-02-21,Line D,Device Gamma,Morning,OP012,M-104,100,4,2,2,2.24,Electrical,2042.44,96,0.04,0.96,0.02,0.02
QR00231,2025-08-04,Line A,Device Alpha,Morning,OP013,M-104,180,3,1,2,3.57,Electrical,1832.52,177,0.016666666666666666,0.9833333333333333,0.011111111111111112,0.005555555555555556
QR00232,2025-12-30,Line A,Device Beta,Morning,OP022,M-106,157,5,2,3,1.29,Process,2245.19,152,0.03184713375796178,0.9681528662420382,0.01910828025477707,0.012738853503184714
QR00233,2025-06-22,Line C,Device Delta,Evening,OP008,M-101,235,7,3,4,1.58,Assembly,2769.36,228,0.029787234042553193,0.9702127659574468,0.01702127659574468,0.01276595744680851
QR00234,2025-07-27,Line A,Device Gamma,Morning,OP005,M-103,210,4,2,2,1.59,Process,1445.89,206,0.01904761904761905,0.9809523809523809,0.009523809523809525,0.009523809523809525
QR00235,2025-08-29,Line D,Device Delta,Evening,OP022,M-102,177,11,4,7,0.91,Assembly,4505.8,166,0.062146892655367235,0.9378531073446328,0.03954802259887006,0.022598870056497175
QR00236,2025-10-31,Line B,Device Gamma,Morning,OP014,M-102,206,8,2,6,2.97,Process,3766.22,198,0.038834951456310676,0.9611650485436893,0.02912621359223301,0.009708737864077669
QR00237,2025-01-25,Line C,Device Gamma,Evening,OP017,M-103,262,2,1,1,3.66,Process,779.99,260,0.007633587786259542,0.9923664122137404,0.003816793893129771,0.003816793893129771
QR00238,2025-01-29,Line D,Device Beta,Morning,OP008,M-103,275,16,3,13,0.32,Electrical,11494.04,259,0.05818181818181818,0.9418181818181818,0.04727272727272727,0.01090909090909091
QR00239,2025-07-14,Line B,Device Gamma,Morning,OP025,M-105,210,3,1,2,0.47,Assembly,1235.09,207,0.014285714285714285,0.9857142857142858,0.009523809523809525,0.004761904761904762
QR00240,2025-09-28,Line C,Device Gamma,Night,OP015,M-106,96,2,1,1,0.96,Process,775.66,94,0.020833333333333332,0.9791666666666666,0.010416666666666666,0.010416666666666666
QR00241,2025-07-14,Line B,Device Gamma,Morning,OP003,M-105,109,3,1,2,0.31,Material,1678.4,106,0.027522935779816515,0.9724770642201835,0.01834862385321101,0.009174311926605505
QR00242,2025-02-27,Line A,Device Delta,Morning,OP025,M-101,190,7,2,5,1.05,Material,4236.31,183,0.03684210526315789,0.9631578947368421,0.02631578947368421,0.010526315789473684
QR00243,2025-08-14,Line B,Device Beta,Morning,OP001,M-103,149,8,3,5,1.04,Material,4193.62,141,0.053691275167785234,0.9463087248322147,0.03355704697986577,0.020134228187919462
QR00244,2025-04-24,Line B,Device Delta,Evening,OP014,M-103,141,7,3,4,3.51,Electrical,3962.19,134,0.04964539007092199,0.950354609929078,0.028368794326241134,0.02127659574468085
QR00245,2025-07-12,Line C,Device Alpha,Morning,OP008,M-101,238,6,1,5,0.79,Assembly,2703.33,232,0.025210084033613446,0.9747899159663865,0.02100840336134454,0.004201680672268907
QR00246,2025-03-18,Line A,Device Gamma,Morning,OP009,M-103,275,5,2,3,5.63,Material,2747.2,270,0.01818181818181818,0.9818181818181818,0.01090909090909091,0.007272727272727273
QR00247,2025-04-05,Line C,Device Delta,Morning,OP024,M-101,151,4,1,3,0.09,Packaging,929.97,147,0.026490066225165563,0.9735099337748344,0.019867549668874173,0.006622516556291391
QR00248,2025-01-19,Line C,Device Alpha,Night,OP011,M-103,111,2,1,1,1.09,Assembly,756.98,109,0.018018018018018018,0.9819819819819819,0.009009009009009009,0.009009009009009009
QR00249,2025-09-16,Line C,Device Gamma,Evening,OP007,M-102,112,1,0,1,0.56,Process,590.0,111,0.008928571428571428,0.9910714285714286,0.008928571428571428,0.0
QR00250,2025-12-13,Line A,Device Beta,Morning,OP013,M-104,124,4,1,3,0.16,Material,2497.84,120,0.03225806451612903,0.967741935483871,0.024193548387096774,0.008064516129032258
QR00251,2025-10-18,Line D,Device Gamma,Evening,OP029,M-104,241,11,4,7,1.11,Assembly,4238.52,230,0.04564315352697095,0.9543568464730291,0.029045643153526972,0.016597510373443983
QR00252,2025-12-19,Line A,Device Alpha,Evening,OP011,M-105,186,4,1,3,0.6,Assembly,1789.72,182,0.021505376344086023,0.978494623655914,0.016129032258064516,0.005376344086021506
QR00253,2025-09-11,Line C,Device Gamma,Morning,OP006,M-105,237,5,1,4,2.25,Calibration,2823.17,232,0.02109704641350211,0.9789029535864979,0.016877637130801686,0.004219409282700422
QR00254,2025-06-04,Line D,Device Alpha,Evening,OP018,M-101,263,11,2,9,1.81,Material,7219.53,252,0.04182509505703422,0.9581749049429658,0.034220532319391636,0.0076045627376425855
QR00255,2025-04-05,Line C,Device Delta,Morning,OP019,M-102,232,7,1,6,0.87,Electrical,5191.09,225,0.03017241379310345,0.9698275862068966,0.02586206896551724,0.004310344827586207
QR00256,2025-11-16,Line A,Device Alpha,Night,OP009,M-102,134,4,1,3,2.92,Calibration,2153.3,130,0.029850746268656716,0.9701492537313433,0.022388059701492536,0.007462686567164179
QR00257,2025-07-22,Line B,Device Gamma,Evening,OP023,M-103,220,9,2,7,0.08,Calibration,5070.28,211,0.04090909090909091,0.9590909090909091,0.031818181818181815,0.00909090909090909
QR00258,2025-03-01,Line B,Device Alpha,Night,OP017,M-105,122,4,1,3,0.84,Calibration,2175.81,118,0.03278688524590164,0.9672131147540983,0.02459016393442623,0.00819672131147541
QR00259,2025-02-20,Line B,Device Gamma,Evening,OP026,M-103,113,5,1,4,1.43,Material,3157.18,108,0.04424778761061947,0.9557522123893806,0.035398230088495575,0.008849557522123894
QR00260,2025-07-09,Line C,Device Gamma,Evening,OP030,M-106,276,2,1,1,2.42,Assembly,679.83,274,0.007246376811594203,0.9927536231884058,0.0036231884057971015,0.0036231884057971015
